customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,num_support_calls,avg_session_duration,churn
1448,64,Male,42,143.23185502935468,5822.63413979951,One year,Mailed check,Fiber optic,No,Yes,6,126.11138564650574,1
1449,22,Male,58,94.3447364745943,1403.0786199896868,One year,Mailed check,No,No,Yes,7,139.40487906110454,0
1450,37,Female,30,59.723197932785894,4241.448899277979,One year,Electronic check,Fiber optic,Yes,No internet,7,46.72168872850024,0
1451,28,Female,25,84.4182010305398,2226.7583610037445,Two year,Electronic check,Fiber optic,Yes,Yes,1,165.1504341989177,0
1452,59,Female,63,85.21187516000224,6650.646655181631,Month-to-month,Mailed check,Fiber optic,Yes,No internet,6,86.02625117046583,0
1453,19,Male,19,23.027320327535648,152.08000217761818,Two year,Bank transfer,DSL,No internet,Yes,2,37.38144625517681,0
1454,20,Male,8,66.20978074493803,1862.6081724554679,Two year,Credit card,DSL,No internet,Yes,6,145.96382254266842,1
1455,40,Male,3,116.18255394057927,4881.401984820238,Two year,Credit card,DSL,Yes,No internet,1,70.5868129976056,1
1456,29,Female,67,86.30899456359204,864.0129655933563,Month-to-month,Credit card,DSL,Yes,No,0,41.30025430347561,0
1457,37,Female,17,51.74991521124595,3783.866505973318,Two year,Credit card,No,No,Yes,8,53.56269705900116,0
1458,22,Male,14,63.56428180480272,3546.03764221072,Month-to-month,Credit card,Fiber optic,Yes,No,9,15.94132666637994,1
1459,54,Male,9,132.1970711050734,6834.931753891933,One year,Mailed check,No,Yes,No internet,9,25.40590709187545,0
1460,55,Female,62,88.32145711952984,5040.637826017825,Month-to-month,Credit card,No,No internet,Yes,0,110.74620501564128,0
1461,47,Female,21,88.68577593166067,5153.646291056911,Two year,Bank transfer,No,No internet,No internet,0,157.25703077605746,0
1462,26,Female,37,144.99076967663132,7619.28005413441,One year,Bank transfer,DSL,No internet,Yes,2,86.25017027780045,0
1463,51,Male,11,61.71458187476364,7860.646965054663,Month-to-month,Electronic check,Fiber optic,No,No internet,0,116.42988419095286,1
1464,61,Male,20,82.34034626380969,5261.818384007425,Two year,Electronic check,DSL,Yes,No internet,6,147.65462720897833,0
1465,52,Male,35,125.52276770370841,4223.811456201229,One year,Electronic check,No,No internet,No,6,70.6507147778718,0
1466,69,Female,53,118.65859235531386,4902.568461872551,One year,Electronic check,No,No,No,7,121.23339195972683,0
1467,39,Female,47,54.553924850727434,3121.305269927867,Month-to-month,Mailed check,DSL,Yes,No,1,69.57351238446219,1
1468,61,Male,52,39.641836188700154,7900.9072739846115,Two year,Bank transfer,DSL,Yes,Yes,6,119.26161031125176,0
1469,41,Male,8,111.09159490435788,5669.667950025185,One year,Mailed check,Fiber optic,No,No internet,8,46.99331242367216,0
1470,34,Female,4,53.49530298493532,2398.953675595401,Month-to-month,Bank transfer,DSL,Yes,No,9,176.23274122597138,1
1471,27,Male,27,139.94785770815133,556.3537618793405,One year,Mailed check,No,No,Yes,4,22.95022065461237,0
1472,47,Female,44,36.802200218599395,453.3032403005458,One year,Bank transfer,No,No,No,9,95.8895844188348,1
1473,63,Female,40,61.38097601752095,1718.8125461596594,One year,Electronic check,Fiber optic,No internet,Yes,2,58.670390218853086,0
1474,40,Male,47,27.12234210023879,1940.0131285995817,Month-to-month,Bank transfer,Fiber optic,No,No internet,8,112.14243191873442,0
1475,49,Female,44,111.42968989223915,3378.8594022358116,Month-to-month,Electronic check,Fiber optic,No internet,No internet,0,82.81218658485487,0
1476,34,Male,48,135.86414435900178,1797.2834919264053,One year,Bank transfer,DSL,Yes,No internet,2,62.133149893687595,1
1477,67,Female,52,102.66368855303091,5084.192403807782,Two year,Mailed check,No,No internet,Yes,1,52.506398508099025,0
1478,68,Female,68,141.90789201649287,1768.912373403596,One year,Credit card,No,No,No internet,1,41.02476441359452,0
1479,34,Male,11,36.70551720515725,1584.2246576350533,Month-to-month,Bank transfer,DSL,No internet,Yes,2,143.0894837520896,1
1480,31,Female,4,31.405410544150858,3822.772243122922,Month-to-month,Mailed check,DSL,Yes,Yes,9,47.77398930591983,0
1481,26,Male,48,128.9936550517582,7120.481934658169,One year,Credit card,DSL,No internet,Yes,6,141.4994533839056,1
1482,57,Male,26,131.216452800246,3799.6133502912103,Two year,Mailed check,No,Yes,No internet,5,92.4565635562386,1
1483,19,Female,39,128.03513852392666,3369.4050821201195,Month-to-month,Credit card,DSL,No,No internet,8,22.278763630553698,1
1484,62,Male,58,123.86543732938694,4666.9497689316995,One year,Electronic check,Fiber optic,No internet,No internet,9,38.125255201135104,0
1485,42,Male,19,67.08968731202583,2131.988062137865,Month-to-month,Bank transfer,DSL,Yes,Yes,9,161.79378950077376,1
1486,56,Male,58,48.2700708668804,2892.148780474432,Month-to-month,Mailed check,No,Yes,No internet,2,112.47868974087206,0
1487,26,Male,28,140.7445225997127,1789.2985197703315,Month-to-month,Bank transfer,Fiber optic,No internet,Yes,4,41.336640382686355,1
1488,39,Male,66,59.910023770283416,4617.298957400701,Two year,Electronic check,DSL,No internet,No internet,8,129.64003558413617,1
1489,60,Male,10,71.79299868132418,5609.3617363968015,Two year,Electronic check,DSL,No internet,Yes,2,149.9544965528433,0
1490,63,Female,58,110.94266472871232,5422.219263825517,Month-to-month,Bank transfer,DSL,No internet,No,7,66.21103508494073,1
1491,21,Male,14,58.13629039921839,2113.060761921618,One year,Mailed check,Fiber optic,No internet,No internet,8,104.62118617782113,0
1492,43,Female,15,126.48692880293017,6259.220825408939,Month-to-month,Mailed check,Fiber optic,Yes,No internet,6,59.88649494813329,1
1493,46,Female,33,29.104501072131562,2122.0339554744487,One year,Mailed check,DSL,No,Yes,5,23.61049201249966,0
1494,62,Male,17,122.85374676056149,1287.4612550153274,One year,Bank transfer,Fiber optic,Yes,Yes,5,77.9165432152791,1
1495,51,Female,24,98.24067194031454,2863.4891146288355,Month-to-month,Mailed check,DSL,No internet,Yes,5,137.74344324953066,0
1496,40,Female,30,94.48917373476708,4822.178304449975,Month-to-month,Mailed check,No,No internet,No,4,87.97564741100707,0
1497,54,Male,62,79.58901508802589,1221.814368554744,Two year,Credit card,DSL,No,No internet,6,78.89573136342675,0
1498,28,Male,13,56.01592751684491,5219.888185656804,One year,Mailed check,No,No internet,Yes,6,72.2212221027016,0
1499,23,Male,62,80.32913710606076,6918.237170402578,Month-to-month,Electronic check,Fiber optic,No,No,6,88.01585985382344,0
1500,35,Female,47,78.50370656242936,2415.810031038757,One year,Mailed check,Fiber optic,No internet,No,2,64.09892186255313,0
1501,38,Female,16,95.88804454179909,3656.6322673094437,Two year,Bank transfer,DSL,Yes,Yes,5,114.0713131350187,0
1502,59,Male,66,56.60465716121893,1903.6523624389072,One year,Bank transfer,DSL,No,No internet,8,20.806216519198152,0
1503,53,Male,43,30.08742565689937,2953.9676596561194,Month-to-month,Mailed check,Fiber optic,Yes,Yes,8,147.2559894860434,0
1504,58,Female,8,38.86162806308798,273.56750933980857,One year,Bank transfer,Fiber optic,No internet,Yes,3,39.43838101606739,0
1505,55,Female,3,110.89306609000447,7634.778230081334,One year,Bank transfer,DSL,Yes,Yes,8,117.68560380908657,1
1506,51,Female,12,22.924002852620262,3385.5326843763414,One year,Mailed check,No,Yes,No,1,86.48002891888093,0
1507,34,Female,16,131.3375958039059,6332.073867562834,Two year,Credit card,Fiber optic,Yes,No,7,141.49390296939717,0
1508,54,Male,59,110.27165257238873,1226.8831551164262,Month-to-month,Credit card,DSL,No,No internet,1,150.4437977595796,0
1509,42,Female,49,119.85125037000311,6517.604848393151,One year,Credit card,Fiber optic,No,No,4,44.71406327156341,0
1510,55,Female,63,128.6779783821517,6895.163756601388,Month-to-month,Credit card,No,No,Yes,5,125.12045506441846,0
1511,29,Female,62,35.95235771092355,5752.269316632665,Month-to-month,Electronic check,DSL,Yes,No,1,42.28427615047606,0
1512,40,Female,49,126.91864182610863,7235.345767368903,One year,Mailed check,Fiber optic,Yes,No internet,8,31.079704341930388,0
1513,59,Male,51,85.60351689567733,1420.8573227982772,Two year,Bank transfer,Fiber optic,No internet,Yes,5,168.15033725011267,0
1514,39,Male,33,135.1180990379156,3864.206447430098,Month-to-month,Bank transfer,No,No,Yes,7,37.94614197502829,1
1515,38,Female,30,135.25625813784467,4998.865302927642,Two year,Mailed check,DSL,No internet,No,3,48.78242853906467,0
1516,44,Female,59,23.143145688042125,4809.92446851015,Month-to-month,Bank transfer,No,Yes,No,2,32.15508132395472,0
1517,48,Male,15,69.77247801286006,6902.223382757756,Month-to-month,Electronic check,DSL,No,No internet,3,89.9496211931475,1
1518,23,Male,23,88.43184346248555,1803.961806985797,Month-to-month,Credit card,Fiber optic,No internet,Yes,0,166.33324482914637,0
1519,44,Female,45,108.18681167177725,1487.5862770570445,One year,Mailed check,DSL,Yes,No internet,0,54.88947558108155,0
1520,57,Female,62,57.204212068937416,2101.690899377816,One year,Bank transfer,DSL,Yes,No,7,102.11486222737925,0
1521,51,Male,71,52.778493886404796,7143.245390361679,Month-to-month,Electronic check,Fiber optic,Yes,Yes,0,79.94798530577003,0
1522,29,Male,15,69.56454348157615,7534.1139529948405,Month-to-month,Bank transfer,Fiber optic,No,No,4,67.12159984288108,0
1523,62,Male,46,85.12202992748628,4600.077823732979,One year,Electronic check,DSL,No,Yes,9,107.2659575148077,0
1524,24,Male,64,143.64901008270374,4060.8382831071062,One year,Bank transfer,DSL,No internet,No internet,8,105.01179319869784,0
1525,27,Male,46,119.07410067066687,4882.546303299985,Month-to-month,Credit card,DSL,Yes,Yes,2,71.0923221502801,0
1526,62,Male,56,75.81175170190168,4968.830433788883,Two year,Mailed check,DSL,No,No,9,154.59576041622708,0
1527,34,Female,44,27.06760319722389,1445.4071690536168,One year,Credit card,DSL,No,Yes,1,19.039258317419282,0
1528,43,Male,29,41.90767697868871,5522.645964822729,Month-to-month,Credit card,DSL,Yes,No internet,4,24.490527178442346,0
1529,38,Male,62,79.27017516152421,3673.573708552562,Month-to-month,Bank transfer,DSL,Yes,No,1,178.43281419434544,1
1530,45,Male,52,125.79736701283156,4187.317474899557,One year,Credit card,Fiber optic,No internet,No internet,9,137.10609504870044,0
1531,63,Male,54,69.4904196380547,339.50117424772833,Month-to-month,Mailed check,No,No internet,Yes,0,146.66791358311673,0
1532,19,Female,57,90.00456459685776,6139.99739699514,One year,Electronic check,DSL,No internet,Yes,8,112.45918277359553,0
1533,60,Female,66,135.93463519106328,6699.880894016266,Month-to-month,Electronic check,DSL,No,Yes,9,81.37627242449817,0
1534,18,Male,22,138.79351372546176,4993.430276082918,One year,Bank transfer,Fiber optic,No,Yes,8,116.96856938449228,1
1535,68,Female,20,48.05074953754962,6014.916718843635,Month-to-month,Mailed check,DSL,No,No,0,25.73939995348121,0
1536,53,Female,33,25.66733983303727,4229.377425059605,Two year,Mailed check,Fiber optic,No,Yes,3,138.8207586113677,0
1537,68,Female,25,59.70336902629694,4984.9916939305895,Two year,Electronic check,No,No,No,4,101.92631801445441,0
1538,43,Female,46,110.45430092735143,3217.116417859585,Two year,Electronic check,Fiber optic,Yes,No,1,172.64442139147567,0
1539,46,Female,57,143.64458612691465,6355.806693993849,Month-to-month,Credit card,Fiber optic,No internet,No,8,118.37079381030047,1
1540,38,Female,5,30.01415999793481,3799.3403490894916,Two year,Bank transfer,Fiber optic,No internet,Yes,8,35.78773132033669,0
1541,28,Male,55,23.702895371405297,5473.681944909173,One year,Electronic check,DSL,No internet,Yes,8,91.18351954626793,0
1542,57,Male,61,134.93913768814383,5009.292091094087,One year,Electronic check,Fiber optic,No internet,No internet,7,19.829782367284587,0
1543,28,Male,8,117.25888498340835,5648.284695247423,Month-to-month,Mailed check,No,Yes,Yes,5,136.72302507961814,0
1544,53,Male,16,148.99231529022478,6303.205413489264,One year,Mailed check,No,No,Yes,0,95.31135866661398,0
1545,66,Male,48,71.58307459053492,4150.436504584662,Two year,Mailed check,Fiber optic,No,Yes,9,72.84107286470282,0
1546,56,Female,61,74.08661766778002,6523.220999119782,Month-to-month,Electronic check,DSL,No,No,4,174.65339488424664,0
1547,57,Male,15,42.40053884866845,4028.3321744457107,Month-to-month,Bank transfer,DSL,No internet,No internet,7,169.9017482244546,1
1548,52,Male,65,35.060129837654,7657.411150625101,Month-to-month,Credit card,DSL,No internet,Yes,3,171.98143946044033,1
1549,51,Female,22,95.23334137673093,6046.106814056874,Month-to-month,Bank transfer,No,Yes,No internet,7,47.56494117687473,1
1550,64,Female,3,67.35705016832823,1452.0190329939069,One year,Electronic check,DSL,Yes,No,5,133.85683127222865,0
1551,41,Male,54,30.44113823288186,6653.717323771107,Two year,Credit card,DSL,No,No internet,0,170.71496332441754,0
1552,39,Female,14,135.30831903803158,4457.54252037241,Month-to-month,Bank transfer,No,No,No internet,0,107.04794364012773,0
1553,22,Female,36,45.7863408724133,7877.241567993537,One year,Electronic check,DSL,No,No internet,2,46.4072584686391,0
1554,50,Female,67,117.31596511045927,5778.670445020866,Month-to-month,Bank transfer,Fiber optic,No,No internet,0,149.02811885998457,1
1555,53,Female,10,56.689717495354444,766.6868979045095,Month-to-month,Electronic check,DSL,No,No internet,3,159.586102045541,0
1556,64,Male,49,125.67762799786388,3220.1873781217555,One year,Mailed check,Fiber optic,No,No,2,129.55001568570736,0
1557,37,Female,65,35.391589385595026,4186.475681118805,Month-to-month,Bank transfer,DSL,No internet,Yes,6,59.90398918105136,0
1558,36,Male,57,118.28930932882899,6728.207464962435,One year,Mailed check,Fiber optic,Yes,No internet,8,42.41796277125697,1
1559,52,Male,27,32.75545360706661,5861.829721205204,Month-to-month,Mailed check,Fiber optic,Yes,No,6,116.12586620344197,0
1560,69,Female,5,78.09905242140263,3017.9445578319473,One year,Credit card,Fiber optic,No internet,No,4,92.07608921641615,1
1561,60,Female,71,115.4205655779486,5262.118231270769,Month-to-month,Credit card,Fiber optic,No,Yes,0,123.69306315025626,0
1562,34,Female,57,42.51838955429707,4657.596172397197,Two year,Bank transfer,No,No,No,4,28.988943128602216,0
1563,62,Male,15,57.136448550073986,1095.8156107240143,Two year,Electronic check,DSL,No,Yes,0,33.10530367817084,0
1564,60,Female,30,132.4197089719857,1955.383674688944,Month-to-month,Credit card,No,Yes,No internet,5,71.69122451606816,1
1565,51,Female,20,135.06551171799399,2794.8662704430835,Month-to-month,Credit card,DSL,Yes,No,7,53.989248896908755,1
1566,26,Female,37,25.84160881885441,1644.318910271673,Month-to-month,Mailed check,DSL,No,No,6,115.28756728575404,1
1567,43,Female,3,41.851776095886784,1286.0573820572017,One year,Mailed check,DSL,No,No,0,72.48188999157196,1
1568,19,Female,41,35.27135223547167,559.7623840292677,Month-to-month,Electronic check,DSL,No internet,No internet,7,126.27503364514025,0
1569,26,Male,39,43.36010230466939,6997.510268310548,One year,Credit card,No,No,Yes,8,140.69572835796725,0
1570,26,Female,26,146.1244041598154,2382.653001922344,Month-to-month,Credit card,DSL,No internet,Yes,9,41.81848693726089,0
1571,57,Female,2,91.71518234275933,2393.5327710751726,Month-to-month,Electronic check,DSL,No,No,1,166.37005202056037,0
1572,34,Female,23,80.85461075914048,1729.202285698228,Month-to-month,Credit card,Fiber optic,No,No,0,143.81717284871692,1
1573,18,Male,23,147.9807585020401,3855.6392377246757,Month-to-month,Bank transfer,DSL,No,No internet,5,116.55273636622681,1
1574,42,Female,16,92.4042968818956,4162.511546586742,One year,Bank transfer,No,No internet,No internet,3,164.51790530718336,0
1575,60,Male,9,105.94533055491819,1745.4227331381321,Month-to-month,Electronic check,No,No internet,Yes,6,55.19768743526393,1
1576,57,Male,13,63.260170986393426,4907.705669122839,Two year,Mailed check,DSL,No internet,No,2,81.69124433524306,0
1577,59,Female,28,69.67493238623742,5811.699680790618,One year,Electronic check,DSL,Yes,No,2,24.583786668102277,0
1578,42,Female,27,97.2732198951795,3053.33667912707,Month-to-month,Bank transfer,DSL,Yes,No,7,87.55090959670832,0
1579,56,Female,51,29.07215192006042,4725.068405173765,Month-to-month,Credit card,Fiber optic,No,No,6,96.08812403161255,0
1580,52,Male,64,53.264775185820774,4068.1850507991257,Month-to-month,Credit card,DSL,No internet,No internet,4,114.73137702221048,0
1581,20,Male,52,45.58552742983993,1644.832347013207,One year,Mailed check,Fiber optic,No internet,No internet,2,20.88666622434245,0
1582,67,Male,38,22.06614110820047,5867.086811319165,Month-to-month,Mailed check,Fiber optic,No,Yes,0,15.519223269729409,1
1583,54,Male,65,89.79716516765485,6431.478919809974,Month-to-month,Bank transfer,Fiber optic,No,No,2,81.38132809778648,0
1584,61,Male,18,92.93686913810429,5225.465613138624,Month-to-month,Mailed check,DSL,No,No internet,8,42.15266308690729,1
1585,61,Male,63,69.91209899484366,2658.7786193913053,Month-to-month,Electronic check,DSL,No,No,0,138.99401816591867,0
1586,68,Female,51,54.934571030422816,7421.660705833479,Two year,Bank transfer,Fiber optic,No internet,Yes,4,123.68516830298914,0
1587,47,Female,9,104.76778387930122,3697.331265161482,Two year,Credit card,Fiber optic,Yes,No,3,65.39058564511882,0
1588,55,Male,13,37.50569097997939,2200.4400345422728,Month-to-month,Credit card,DSL,No internet,No internet,5,17.78315507776657,0
1589,51,Female,40,87.41995411259343,3325.0535044934563,One year,Credit card,Fiber optic,Yes,No internet,1,41.015416053398,0
1590,29,Female,55,119.84961815538058,5567.393226074858,Two year,Mailed check,Fiber optic,No,Yes,3,127.58548824422887,0
1591,36,Male,43,41.3587379138214,6782.861106708068,Month-to-month,Bank transfer,DSL,Yes,Yes,8,178.32803186728606,1
1592,54,Male,44,117.92374001745644,2916.9464443346933,One year,Mailed check,No,No internet,No,4,65.49826886692898,1
1593,61,Female,68,118.90328618994174,1937.7331234740602,Month-to-month,Electronic check,Fiber optic,No internet,No,7,146.33936878411689,1
1594,66,Male,33,27.790464269959138,5049.295741498118,One year,Bank transfer,Fiber optic,No internet,No internet,1,157.4064035717887,0
1595,34,Male,24,22.44196239133364,7377.599290839656,One year,Mailed check,No,No internet,No internet,8,18.190748266941107,0
1596,27,Female,36,146.61160277846534,1548.0175721194307,Two year,Credit card,Fiber optic,No internet,No internet,6,165.7576716467765,0
1597,66,Male,10,45.13974573484724,6443.853120164996,Month-to-month,Credit card,Fiber optic,No internet,Yes,6,89.25445974289227,1
1598,64,Female,20,126.87809718301338,3865.1967337511246,One year,Electronic check,Fiber optic,No,Yes,1,173.92117511131852,1
1599,29,Female,12,93.04058489588881,6416.148781300524,Month-to-month,Electronic check,Fiber optic,Yes,Yes,7,101.55449066702971,0
1600,33,Female,62,54.381380479809586,4093.7750832089982,Month-to-month,Electronic check,DSL,No,No,8,49.974396682770134,1
1601,41,Female,18,36.896156760445635,3080.8894169875325,Two year,Credit card,DSL,Yes,Yes,9,175.6936122592967,0
1602,36,Female,63,84.56804556510457,5604.253901656241,One year,Mailed check,DSL,Yes,No,4,51.36183539971437,0
1603,25,Male,25,72.95612551182847,7214.955627299689,Month-to-month,Credit card,Fiber optic,Yes,No,2,160.02129869157562,0
1604,48,Male,12,110.85519106521882,2629.9886699244303,One year,Credit card,Fiber optic,No internet,No,2,39.43184410215351,0
1605,38,Male,21,137.5419114412045,3739.9102664555376,Month-to-month,Credit card,Fiber optic,No internet,Yes,5,124.71048736862676,0
1606,34,Male,25,124.682251305247,1912.2649509025277,Month-to-month,Mailed check,Fiber optic,No internet,No internet,0,79.91957351065298,0
1607,40,Female,11,55.678766526625544,1548.934762577071,One year,Credit card,DSL,Yes,Yes,9,175.24308943574565,1
1608,54,Female,64,134.26131839879974,6245.332124898184,One year,Electronic check,DSL,Yes,Yes,8,41.41134729367327,1
1609,33,Male,50,128.34087083359853,1685.2465218386951,Month-to-month,Electronic check,DSL,Yes,Yes,5,79.49509441137377,0
1610,23,Female,62,140.78771038382988,6367.213553542155,One year,Electronic check,DSL,No,No,8,118.761975087436,1
1611,25,Male,49,79.6259067349384,3490.8147095380896,Month-to-month,Electronic check,Fiber optic,No internet,No internet,2,176.19547195682483,0
1612,42,Male,14,119.9147724132218,7960.8849149209545,Month-to-month,Credit card,Fiber optic,No internet,Yes,9,61.656723027327885,1
1613,35,Male,1,96.91554851807714,1658.9972037111852,Month-to-month,Credit card,DSL,No internet,Yes,2,77.46807867761217,0
1614,42,Female,25,60.36535783143283,834.5261408513255,Two year,Credit card,No,No,No,9,88.50463784480114,0
1615,29,Female,59,149.27603033055925,695.9212498676153,Two year,Electronic check,No,No,Yes,6,52.959083520349935,0
1616,32,Female,69,24.979970689155977,6699.802237321185,Month-to-month,Mailed check,DSL,No,Yes,6,148.9502990686192,1
1617,43,Female,5,41.09543443267971,3558.4328573609127,Month-to-month,Bank transfer,Fiber optic,Yes,No,3,25.63925297789146,0
1618,58,Male,19,136.03050712914634,124.68236221423585,One year,Bank transfer,DSL,No,Yes,7,129.81428839007145,1
1619,62,Female,23,27.873169643642356,7010.693763776354,One year,Bank transfer,Fiber optic,Yes,No internet,1,100.76792489278102,0
1620,43,Female,9,135.2866867546578,7027.675954591406,Month-to-month,Mailed check,DSL,Yes,No,0,51.12758251757112,1
1621,64,Female,50,112.97879188756612,6470.691724748448,Month-to-month,Credit card,Fiber optic,No internet,No internet,0,93.78118050078828,1
1622,49,Male,16,24.7689207012905,2061.7160158962556,Two year,Bank transfer,Fiber optic,No internet,Yes,1,151.09134567301487,0
1623,27,Male,33,75.81160557104295,3044.746488530667,One year,Bank transfer,No,No,No,5,85.72507266676149,0
1624,33,Female,2,118.08129175029082,5984.9171790443215,Month-to-month,Credit card,Fiber optic,Yes,No,7,30.722620035546118,0
1625,24,Female,14,95.80303700200396,3965.8896907199232,One year,Bank transfer,DSL,Yes,Yes,2,16.93633356235836,0
1626,34,Female,1,141.66326795537952,1315.2299561160646,Month-to-month,Credit card,Fiber optic,Yes,No internet,5,142.22536999930466,0
1627,40,Female,58,132.79372427855998,2018.106289768612,Month-to-month,Bank transfer,Fiber optic,No internet,Yes,7,66.1736347917869,1
1628,43,Male,16,63.24419259343898,7783.457340337303,Two year,Credit card,Fiber optic,No internet,No,8,168.3115984176031,1
1629,38,Female,47,31.001535417611745,1293.0036276741391,Month-to-month,Electronic check,No,No internet,No,7,114.91502077008882,1
1630,39,Female,44,142.75341515393467,5836.037977757689,Month-to-month,Mailed check,No,No internet,No,6,84.1682614985877,1
1631,24,Female,14,87.24727980983046,3876.3446226103574,One year,Bank transfer,Fiber optic,No internet,Yes,3,105.95903642562114,0
1632,31,Male,24,29.671691168353306,6013.953110462062,Two year,Credit card,DSL,No internet,Yes,2,87.71254963514754,0
1633,32,Male,55,126.15482973670633,5322.794605040705,One year,Electronic check,DSL,No,Yes,6,163.9878840051587,1
1634,24,Female,15,132.90584118910084,3569.420805379175,Month-to-month,Credit card,No,No,No internet,0,87.86371779243945,1
1635,26,Female,34,103.12520322295423,2895.8955149962303,One year,Bank transfer,No,No,No internet,6,27.690966460087054,0
1636,68,Female,2,78.17616553922419,6059.438109413391,One year,Bank transfer,DSL,No,No internet,5,111.50496665693797,0
1637,65,Female,27,106.08249160206445,2652.815529452629,Month-to-month,Bank transfer,Fiber optic,Yes,No,2,115.90677784555423,0
1638,25,Female,23,111.86888044166606,6323.3946926996905,One year,Bank transfer,Fiber optic,No internet,No internet,2,140.1061123748159,0
1639,67,Male,68,136.09389455117582,5470.76022402637,Month-to-month,Bank transfer,Fiber optic,No internet,No,1,168.6583040636715,0
1640,40,Male,14,144.26201844871593,4663.586444842034,Two year,Electronic check,No,No,No internet,0,85.32388596098657,0
1641,46,Male,63,86.86172121081847,3013.526990728149,One year,Credit card,DSL,Yes,No internet,4,69.85302312324198,0
1642,35,Female,65,123.80428935845313,1720.142726354362,Month-to-month,Credit card,No,No,No,6,93.43107267707488,1
1643,48,Male,68,145.38624227891512,5712.316429801244,One year,Bank transfer,DSL,No internet,Yes,6,163.03381332492052,0
1644,47,Male,63,39.66163395910558,821.6588946475892,Month-to-month,Credit card,Fiber optic,No,No internet,5,176.5970049122084,0
1645,69,Male,64,22.37483760925797,7767.2838236305015,One year,Electronic check,Fiber optic,Yes,No,9,175.10995112433616,0
1646,56,Female,32,132.9652904702782,7832.108525462351,Month-to-month,Bank transfer,Fiber optic,No internet,Yes,5,49.04823717688877,0
1647,52,Female,13,45.385533322130904,1128.7586660692955,Month-to-month,Mailed check,Fiber optic,Yes,Yes,6,94.47221146551897,0
1648,35,Male,66,25.522239662134123,921.0890514811877,One year,Electronic check,Fiber optic,No,Yes,7,54.11058439535195,0
1649,59,Female,19,40.81249789546779,3360.462143955938,Two year,Bank transfer,Fiber optic,No internet,No,4,72.557073002398,0
1650,56,Male,24,69.93493846169001,7713.0978508579665,Month-to-month,Credit card,Fiber optic,Yes,No internet,0,15.386297942063008,1
1651,34,Male,11,48.50454120703541,3262.4561039257924,One year,Electronic check,DSL,Yes,No internet,6,37.30220047616919,0
1652,31,Male,59,59.682971783057596,2974.0366566154453,One year,Bank transfer,No,Yes,No internet,1,77.50291229679462,0
1653,48,Male,15,146.788226685906,5658.321966090292,Month-to-month,Credit card,DSL,No internet,Yes,4,71.99978747792095,0
1654,41,Female,10,111.57272074113476,1511.9767691022937,Month-to-month,Credit card,Fiber optic,No internet,No internet,6,57.401533692327476,1
1655,52,Female,41,112.58492467291651,2970.255520232636,One year,Bank transfer,DSL,No,No,6,49.15262810467158,1
1656,61,Female,27,32.30909871462997,2401.3288255684533,Month-to-month,Electronic check,Fiber optic,No,No internet,8,137.32247145605635,1
1657,62,Female,60,115.17278807694993,4852.123518781947,Two year,Bank transfer,DSL,No internet,No internet,4,60.07344896793649,0
1658,51,Male,52,116.11476328418964,1385.7478010918944,One year,Bank transfer,No,Yes,No internet,5,130.11241734866638,0
1659,20,Female,28,105.76685239286219,4434.739919289266,Two year,Bank transfer,DSL,No internet,No internet,9,72.66626854388284,0
1660,54,Male,65,49.696718479723756,6874.618060501074,Month-to-month,Bank transfer,DSL,No internet,No,5,146.3364706428448,0
1661,60,Female,17,74.99470328068404,4161.947318990055,Two year,Bank transfer,Fiber optic,No internet,No internet,0,38.42966928500816,0
1662,57,Female,44,130.01593910705128,5499.623275074873,Month-to-month,Credit card,DSL,No internet,Yes,9,36.792659662828285,0
1663,43,Female,10,107.12621181428142,694.4593396556697,One year,Bank transfer,No,No,No internet,6,125.54428539697074,0
1664,40,Male,63,115.2599485499873,3647.14407605164,Month-to-month,Electronic check,No,No,Yes,9,165.53559110750538,1
1665,61,Male,47,96.35867201635516,849.6560227432306,Month-to-month,Mailed check,Fiber optic,Yes,Yes,6,34.30773982158813,0
1666,56,Male,38,78.4462578845312,4835.747238714589,Month-to-month,Bank transfer,DSL,No internet,Yes,3,22.52978503344889,0
1667,32,Male,70,118.67676130872407,2320.329532273166,Month-to-month,Electronic check,DSL,No internet,No,3,168.88832515971004,1
1668,66,Female,53,28.830355867619645,2369.4000648348087,One year,Mailed check,DSL,No,Yes,5,29.945580457189305,0
1669,21,Male,44,107.51089526143433,706.4572234453477,One year,Electronic check,DSL,No,Yes,2,52.56237636016606,0
1670,46,Male,54,149.63658602058828,2550.8791053818018,One year,Credit card,DSL,No internet,No internet,9,168.01400846141374,1
1671,39,Female,20,121.42495083084411,4102.749699146069,Month-to-month,Credit card,No,No,No,5,146.4960418032377,1
1672,42,Female,31,57.77325650506919,4718.814815056915,Month-to-month,Mailed check,Fiber optic,No internet,No,3,68.26882832173996,0
1673,30,Male,7,56.116534311699475,626.6578550790041,Two year,Mailed check,DSL,Yes,No,9,172.26971234162087,1
1674,35,Female,58,106.73841937714965,5246.527567156954,One year,Mailed check,DSL,Yes,Yes,7,106.56824724378538,0
1675,50,Male,10,136.46105341110894,3962.1185099526074,Month-to-month,Credit card,Fiber optic,Yes,Yes,4,22.28220464670785,1
1676,33,Female,10,95.13346631021957,4341.573262522455,One year,Credit card,DSL,No internet,Yes,7,129.52136913552846,1
